pairing_key,dataset_name,dataset_config,source_split,duplication_count,source_id,source_title,source_meta,source_hash,target_len,span_slot,target_start_token_idx,target_end_token_idx,target_text,target_token_ids,half_prefix_len,half_suffix_len,prefix_mode,natural_prefix_fracs,selected_prefix_lens
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Abdication of Margrethe II.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Abdication of Margrethe II.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Abdication of Margrethe II.txt"", ""duplicates"": 4}",dba48acd0d158ce2f61191f84887e7ac,50,start0,0,50,"Royal House lives on as an institution is largely the merit of Margrethe the person.\nDeputy Prime Minister Troels Lund Poulsen noted that the Queen's decision to abdicate shows both her ""wisdom"" and the mon","[40262, 3995, 4852, 327, 347, 271, 8848, 310, 8127, 253, 15785, 273, 13579, 250, 783, 253, 1436, 15, 187, 10851, 12223, 12128, 8308, 17798, 1241, 38899, 367, 3941, 8243, 4879, 326, 253, 11628, 434, 3061, 281, 490, 69, 9038, 2722, 1097, 617, 346, 88, 261, 3335, 3, 285, 253, 1114]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Angry patriots.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Angry patriots.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Angry patriots.txt"", ""duplicates"": 4}",e5223f8118b1658f80364aa051737191,50,start0,0,50,Wagner-Ministry of Defense conflict culminated in Prigozhin launching a brief armed rebellion against the Ministry of Defense. which ended in a peaceful settlement.\n\n\n=== Crackdown on far-right criticism ===\n\nIn the wake,"[56, 25823, 14, 10292, 4721, 273, 14971, 7344, 27798, 456, 275, 2604, 304, 6002, 23187, 25251, 247, 4864, 12360, 32480, 1411, 253, 13421, 273, 14971, 15, 534, 7402, 275, 247, 19951, 10858, 15, 535, 187, 16536, 7306, 471, 3487, 327, 2080, 14, 918, 14226, 11013, 187, 187, 688, 253, 11772]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Angry patriots.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Angry patriots.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Angry patriots.txt"", ""duplicates"": 4}",42c85d30128e65dc10017a09585801e0,50,start0,0,50,"critical of the Russian Ministry of Defense. Russian political analyst Tatiana Stanovaya said that whether the assassination had been performed by Ukrainian or Russian government agents, the assassination would leave Russia's ""patriotic camp [...] feeling exposed and potentially at risk"".\n","[26717, 273, 253, 7247, 13421, 273, 14971, 15, 7247, 3569, 23960, 28887, 8960, 10908, 729, 12451, 753, 326, 1880, 253, 34024, 574, 644, 2684, 407, 27485, 390, 7247, 2208, 6083, 13, 253, 34024, 651, 3553, 7422, 434, 346, 44001, 3875, 2986, 31789, 5471, 7329, 285, 7826, 387, 2495, 3446, 187]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Attempted assassination of Donald Trump in Pennsylvania.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Attempted assassination of Donald Trump in Pennsylvania.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Attempted assassination of Donald Trump in Pennsylvania.txt"", ""duplicates"": 4}",08a492f526c3eca8332ecd3715e835d9,50,start0,0,50,"as the investigation has gone on.\nOne investigative lead is looking into whether the attack was politically motivated. The FBI said that Crooks's political beliefs are unclear; the limited information relating Crooks's political views has been called contradictory, for example Cro","[284, 253, 5839, 556, 4783, 327, 15, 187, 4041, 35070, 1421, 310, 2819, 715, 1880, 253, 2983, 369, 23075, 17194, 15, 380, 12578, 753, 326, 13198, 24560, 434, 3569, 13379, 403, 12744, 28, 253, 3710, 1491, 12600, 13198, 24560, 434, 3569, 6849, 556, 644, 1925, 34126, 13, 323, 1650, 13198]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Barnier government.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Barnier government.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Barnier government.txt"", ""duplicates"": 4}",d3f56658ea87e72ac8b00893bd1c06b1,50,start0,0,50,"a unity government"". With only 212 out of 577 seats in the National Assembly, the centre-right coalition began as one of the smallest minority governments in French history, having to rely in the lower house on support or neutrality from other parties, including the","[66, 16167, 2208, 3446, 2726, 760, 21990, 562, 273, 48779, 13512, 275, 253, 3313, 14184, 13, 253, 9145, 14, 918, 20706, 3407, 347, 581, 273, 253, 8004, 15156, 13001, 275, 5112, 2892, 13, 1907, 281, 10725, 275, 253, 2406, 2419, 327, 1329, 390, 41056, 432, 643, 4676, 13, 1690, 253]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Battle of Chasiv Yar.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Battle of Chasiv Yar.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Battle of Chasiv Yar.txt"", ""duplicates"": 4}",2a35e41495838d7d642f1e23299b85d5,50,start0,0,50,"air superiority in missiles and large-calibre artillery ammunition"" to bombard the city's infrastructure in support of Russian infantry and IFV assaults. The Russians were attempting to transfer infantry and large amounts of artillery pieces ""as close to the contact line as","[1094, 34385, 275, 28665, 285, 1781, 14, 1179, 487, 250, 29923, 28630, 3, 281, 47710, 253, 2846, 434, 11319, 275, 1329, 273, 7247, 32468, 285, 8681, 55, 44848, 15, 380, 24794, 497, 13756, 281, 3700, 32468, 285, 1781, 8322, 273, 29923, 7437, 346, 284, 2810, 281, 253, 3057, 1386, 347]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Battle of Chasiv Yar.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Battle of Chasiv Yar.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Battle of Chasiv Yar.txt"", ""duplicates"": 4}",f480d3db4dce8ed1e8584cf2056159b5,50,start0,0,50,"in the northern part of the Stupky-Holubovski 2 nature reserve, though the ISW could not verify these claims. Around this time, elements of Russia's 98th VDV were operating near Novyi micro-district, while","[249, 253, 11186, 629, 273, 253, 659, 484, 4742, 14, 24095, 538, 729, 9327, 374, 3753, 15917, 13, 2167, 253, 4110, 56, 812, 417, 12654, 841, 3916, 15, 26134, 436, 673, 13, 3603, 273, 7422, 434, 10508, 394, 657, 26807, 497, 6498, 2822, 10733, 28212, 2494, 14, 26613, 13, 1223]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/China's Position on the Political Settlement of the Ukrainian Crisis.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/China's Position on the Political Settlement of the Ukrainian Crisis.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/China's Position on the Political Settlement of the Ukrainian Crisis.txt"", ""duplicates"": 4}",26118c7f421b92fad65a7f7557fe2912,50,start0,0,50,"in resolving international conflicts (earlier, the country also acted as a mediator in the conclusion of a truce between Iran and Saudi Arabia). Moreover, the leaders of European countries directly called on China to use its diplomatic weight to influence the Russian authorities.","[249, 30426, 5213, 15272, 313, 613, 3623, 13, 253, 2586, 671, 14001, 347, 247, 37190, 275, 253, 6452, 273, 247, 492, 6977, 875, 7751, 285, 16158, 20498, 481, 5076, 13, 253, 7038, 273, 5284, 4343, 3587, 1925, 327, 4135, 281, 897, 697, 23949, 2801, 281, 4833, 253, 7247, 9061, 15]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Cyclone Mocha.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Cyclone Mocha.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Cyclone Mocha.txt"", ""duplicates"": 4}",f201d9aab1d33423cdfda28270f355d5,50,start0,0,50,"and Minbya Townships of the state were demolished. In Kyawtaw, nearly 90 percent of houses in the town were destroyed. At least 10 villages in Salin Township were flooded due to increased water level of Salin Creek by heavy","[395, 3689, 1615, 66, 10079, 19794, 273, 253, 1375, 497, 44550, 15, 496, 18009, 1403, 893, 88, 13, 4829, 5091, 2558, 273, 9910, 275, 253, 3874, 497, 11069, 15, 2058, 1878, 884, 18430, 275, 6470, 249, 26469, 497, 33913, 1955, 281, 2559, 1824, 1268, 273, 6470, 249, 16611, 407, 5536]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Daniel Noboa.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Daniel Noboa.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Daniel Noboa.txt"", ""duplicates"": 4}",895c2b03cdce5144b7a504e8322e5c84,50,start0,0,50,"Noboa was a member of the National Assembly of Ecuador from 2021 until 2023 when the National Assembly was dissolved following the muerte cruzada constitutional mechanism invoked by President Guillermo Lasso. Before his political career, Noboa served in","[25372, 12354, 369, 247, 3558, 273, 253, 3313, 14184, 273, 40145, 432, 43425, 1919, 1384, 1508, 672, 253, 3313, 14184, 369, 18224, 1563, 253, 278, 10207, 442, 5385, 91, 2960, 10281, 5122, 25605, 407, 3918, 3262, 408, 48777, 418, 26341, 15, 9613, 521, 3569, 5249, 13, 14388, 12354, 5608, 275]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Derna dam collapses.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Derna dam collapses.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Derna dam collapses.txt"", ""duplicates"": 4}",ae090c15200ef00ce1052a4b79da1652,50,start0,0,50,"==\nCasualty estimates of the disaster vary widely. The UN Office for the Coordination of Humanitarian Affairs gave an estimate of 11,300 dead, but later withdrew that number. Othman Abduljalil, the health minister of","[381, 187, 24226, 780, 555, 8197, 273, 253, 15394, 6889, 7561, 15, 380, 7379, 7454, 323, 253, 32347, 1515, 273, 8801, 14621, 17528, 3534, 271, 6642, 273, 1903, 13, 7554, 3846, 13, 533, 1996, 29504, 326, 1180, 15, 473, 394, 1342, 39509, 75, 267, 300, 13, 253, 1786, 9843, 273]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Diplomatic expulsions during the Russo-Ukrainian War.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Diplomatic expulsions during the Russo-Ukrainian War.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Diplomatic expulsions during the Russo-Ukrainian War.txt"", ""duplicates"": 4}",d5a387010648804f6b02b12862c18a15,50,start0,0,50,"in 2022, including 70 by Bulgaria, for espionage, and by Australia, where a spy ring was uncovered, taking the total to nearly 600 by January 2023, with additional tit-for tat removals of diplomats by Russia.\nThe","[249, 1384, 1423, 13, 1690, 5571, 407, 43905, 13, 323, 17985, 49093, 13, 285, 407, 6976, 13, 835, 247, 23019, 5818, 369, 27819, 13, 3192, 253, 2264, 281, 4829, 12891, 407, 4247, 1384, 1508, 13, 342, 3081, 8225, 14, 1542, 21504, 5326, 932, 273, 47755, 407, 7422, 15, 187, 510]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/English cricket team in India in 2023\u201324.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/English cricket team in India in 2023\u201324.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/English cricket team in India in 2023\u201324.txt"", ""duplicates"": 4}",d7b7d5fd7789c73ce8d6588abcfa00f3,50,start0,0,50,"and then debutant Tom Hartley took 7/62 to seal the win.\nIn the second Test, India posted 396 in their first innings. However, a strong counter from England reduced the deficit to 143. Aided by a century from Sh","[395, 840, 11386, 386, 6270, 14089, 2205, 2335, 818, 16, 3763, 281, 14393, 253, 3330, 15, 187, 688, 253, 1273, 6004, 13, 5427, 9269, 38024, 275, 616, 806, 28828, 15, 1723, 13, 247, 2266, 4828, 432, 5854, 3777, 253, 19094, 281, 21445, 15, 329, 1356, 407, 247, 5331, 432, 1608]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/EscaPADE.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/EscaPADE.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/EscaPADE.txt"", ""duplicates"": 4}",af37799ca7d36813aa3e12d33e6041ca,50,start0,0,50,ion flows\nunderstand how energy and momentum are transported from the solar wind through Mars' magnetosphere\nunderstand the processes controlling the flow of energy and matter into and out of the collisional atmosphere\nThere are three science experiments onboard each identical spacecraft: EM,"[279, 14221, 187, 46322, 849, 2341, 285, 10254, 403, 20870, 432, 253, 9666, 5448, 949, 13648, 8, 10973, 25677, 187, 46322, 253, 4870, 10938, 253, 2685, 273, 2341, 285, 2647, 715, 285, 562, 273, 253, 15708, 267, 10825, 187, 2512, 403, 1264, 5859, 4679, 40791, 1016, 8931, 31043, 27, 16133]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Fall of the Assad regime.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Fall of the Assad regime.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Fall of the Assad regime.txt"", ""duplicates"": 4}",e484ace195c4d2f47055d054f45be6ce,50,start0,0,50,"and to fulfil ""the aspirations and ambitions of all segments of the Syrian population"". Anwar Gargash, a diplomatic adviser to President Sheikh Mohammed bin Zayed, said that Assad ""failed to use the lifelines thrown to him by various Arab","[395, 281, 42514, 346, 783, 40659, 285, 37321, 273, 512, 13288, 273, 253, 17959, 3072, 3446, 743, 7523, 443, 1662, 1225, 13, 247, 23949, 28051, 281, 3918, 1500, 20323, 36250, 10269, 1503, 19416, 13, 753, 326, 38220, 346, 27337, 281, 897, 253, 5243, 25379, 13044, 281, 779, 407, 2710, 8365]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Flight of Nagorno-Karabakh Armenians.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Flight of Nagorno-Karabakh Armenians.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Flight of Nagorno-Karabakh Armenians.txt"", ""duplicates"": 4}",8c245d718366e6e178d789a88a463793,50,start0,0,50,these reports using Planet Labs satellite imagery and discovered a large and unfinished complex in a remote area of the Aghdam District that had been recently built. Satellite records showed construction of the site had begun in July 2022 and ended in late August or,"[20513, 5012, 970, 29719, 40840, 15109, 27471, 285, 6888, 247, 1781, 285, 46809, 2570, 275, 247, 8905, 2170, 273, 253, 3419, 73, 11747, 4412, 326, 574, 644, 4102, 4270, 15, 11191, 29873, 5861, 2692, 5140, 273, 253, 2670, 574, 13207, 275, 4163, 1384, 1423, 285, 7402, 275, 3563, 4223, 390]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Francis Scott Key Bridge collapse.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Francis Scott Key Bridge collapse.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Francis Scott Key Bridge collapse.txt"", ""duplicates"": 4}",e752632c3aadbaeddcfb149ff46a6b51,50,start0,0,50,"unseaworthy and had an incompetent crew who ignored warnings of an inconsistent power supply before leaving port. If the vessel is proved unseaworthy, through mechanical or human deficiencies, the judgement will void the entities' insurances.\nOn April 25","[328, 339, 1403, 23137, 285, 574, 271, 43650, 10402, 665, 12841, 20942, 273, 271, 16706, 1612, 6186, 1078, 6108, 2245, 15, 1310, 253, 11179, 310, 8058, 30394, 1403, 23137, 13, 949, 8651, 390, 1966, 30218, 13, 253, 31536, 588, 2991, 253, 14429, 8, 1210, 47879, 15, 187, 2374, 4162, 2030]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Gangs in the Los Angeles County Sheriff's Department.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Gangs in the Los Angeles County Sheriff's Department.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Gangs in the Los Angeles County Sheriff's Department.txt"", ""duplicates"": 4}",5c863ad825b73c79c37352a9b543c219,50,start0,0,50,"Some stations, such as the East Los Angeles Station, were essentially operated by a deputy gang. A lawsuit filed by eight deputies and the American Civil Liberties Union alleged that the Banditos ""controls the East Los Angeles station like inmates running a prison yard","[6080, 10988, 13, 824, 347, 253, 5791, 8742, 9757, 14628, 13, 497, 9093, 11658, 407, 247, 19041, 10821, 15, 329, 15091, 4724, 407, 4314, 41108, 285, 253, 2448, 10109, 37779, 447, 6398, 5575, 326, 253, 16804, 21040, 346, 38211, 253, 5791, 8742, 9757, 4660, 751, 26538, 3515, 247, 5754, 15789]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Gaza genocide.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Gaza genocide.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Gaza genocide.txt"", ""duplicates"": 4}",d7259bd32efe1794ed9f735cb5ec7507,50,start0,0,50,"the case brought by South Africa was the strongest, citing the destruction of Gazan infrastructure and statements made by politicians in Israel that Gazans are inhuman or ""human animals"" and that Israel would deny them electricity, water, and medical care.\n","[783, 1083, 3982, 407, 3684, 7531, 369, 253, 19508, 13, 19936, 253, 12536, 273, 31749, 266, 11319, 285, 7234, 1160, 407, 13557, 275, 5143, 326, 31749, 507, 403, 275, 13961, 390, 346, 13961, 5074, 3, 285, 326, 5143, 651, 13292, 731, 13978, 13, 1824, 13, 285, 3739, 1557, 15, 187]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Georgia election racketeering prosecution.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Georgia election racketeering prosecution.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Georgia election racketeering prosecution.txt"", ""duplicates"": 4}",adaffc9407abd3dd3803916d2e9a0b76,50,start0,0,50,"5. They found that, even if all of Roman's allegations were true, they would ""not even come close"" to requiring Willis be removed from the case, or that the charges be dropped.\nOn February 12, McAfee said he","[22, 15, 1583, 1119, 326, 13, 1014, 604, 512, 273, 8370, 434, 11307, 497, 2032, 13, 597, 651, 346, 1439, 1014, 1705, 2810, 3, 281, 10568, 42650, 320, 5176, 432, 253, 1083, 13, 390, 326, 253, 7260, 320, 8231, 15, 187, 2374, 5080, 1249, 13, 3044, 34, 6851, 753, 344]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Grammy Award for Best Dance Pop Recording.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Grammy Award for Best Dance Pop Recording.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Grammy Award for Best Dance Pop Recording.txt"", ""duplicates"": 4}",fa04a54bc056680860f7d419232f6a52,50,start0,0,50,"name as of the 67th Annual Grammy Awards.\nThe academy announced the new category in June 2023, stating that the award goes to ""tracks and singles that feature up-tempo, danceable music that follows a pop arrangement."" E","[1590, 347, 273, 253, 9963, 394, 25627, 22197, 2577, 18165, 15, 187, 510, 35893, 6138, 253, 747, 7140, 275, 3978, 1384, 1508, 13, 14851, 326, 253, 5722, 4566, 281, 346, 46488, 285, 21864, 326, 4735, 598, 14, 5142, 5367, 13, 11012, 494, 3440, 326, 3637, 247, 1684, 11461, 449, 444]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Hackney Diamonds.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Hackney Diamonds.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Hackney Diamonds.txt"", ""duplicates"": 4}",e90481e1d4714e2196a24c0b90193c8e,50,start0,0,50,"""Rolling Stone Blues"", a Muddy Waters song that gave their band their name; they had never covered it previously on a release and this was the sole recording for this album recorded to tape. It was also one of the songs that J","[3, 46630, 1981, 14963, 30330, 995, 247, 353, 438, 6421, 34184, 4498, 326, 3534, 616, 3961, 616, 1416, 28, 597, 574, 1620, 6107, 352, 3786, 327, 247, 3727, 285, 436, 369, 253, 7934, 7663, 323, 436, 5400, 5950, 281, 11173, 15, 733, 369, 671, 581, 273, 253, 9575, 326, 500]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Hackney Diamonds.txt"", ""duplicates"": 4}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,4,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Hackney Diamonds.txt"", ""duplicates"": 4}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Hackney Diamonds.txt"", ""duplicates"": 4}",e0993ee4e8756f78a66b9899eb1336f9,50,start0,0,50,"album this quintessentially Stonesy in 40 years"". Neil McCormick (The Daily Telegraph) rated this album 5 out of 5 stars, as ""a raucous and dirty modern rock classic"". Alexis Petridis (The Guardian","[31638, 436, 31919, 405, 4303, 659, 2487, 90, 275, 3387, 1107, 3446, 26298, 8771, 526, 781, 313, 510, 13992, 40321, 10, 20139, 436, 5400, 608, 562, 273, 608, 6114, 13, 347, 346, 66, 1218, 1028, 528, 285, 16076, 4980, 5561, 10610, 3446, 6539, 261, 8939, 6992, 261, 313, 510, 22901]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
